ID_Clima;Date;Estado;Temperatura_Media;Condicao_Climatica;Feriado_Proximo
PI_20230124;2023-01-24;PI;28.5;Nublado;False
RJ_20230124;2023-01-24;RJ;22.7;Nublado;False
RN_20230124;2023-01-24;RN;31.9;Parcialmente Nublado;False
AC_20230125;2023-01-25;AC;19.8;Parcialmente Nublado;False
AL_20230125;2023-01-25;AL;25.6;Sol;False
AP_20230125;2023-01-25;AP;24.6;Tempestade;False
AM_20230125;2023-01-25;AM;32.0;Parcialmente Nublado;False
BA_20230125;2023-01-25;BA;26.9;Chuva;False
CE_20230125;2023-01-25;CE;34.0;Sol;False
DF_20230125;2023-01-25;DF;24.0;Parcialmente Nublado;False
ES_20230125;2023-01-25;ES;20.7;Sol;False
GO_20230125;2023-01-25;GO;28.0;Parcialmente Nublado;False
MA_20230125;2023-01-25;MA;30.5;Sol;False
MT_20230125;2023-01-25;MT;24.1;Chuva;False
MS_20230125;2023-01-25;MS;26.0;Sol;False
MG_20230125;2023-01-25;MG;24.6;Sol;False
PA_20230125;2023-01-25;PA;31.5;Chuva;False
PB_20230125;2023-01-25;PB;25.3;Parcialmente Nublado;False
PR_20230125;2023-01-25;PR;22.7;Parcialmente Nublado;False
PE_20230125;2023-01-25;PE;33.5;Sol;False
PI_20230125;2023-01-25;PI;28.0;Sol;False
RJ_20230125;2023-01-25;RJ;28.1;Sol;False
RN_20230125;2023-01-25;RN;22.8;Sol;False
AC_20230126;2023-01-26;AC;27.8;Sol;False
AL_20230126;2023-01-26;AL;26.2;Chuva;False
AP_20230126;2023-01-26;AP;24.1;Chuva;False
AM_20230126;2023-01-26;AM;29.6;Chuva;False
BA_20230126;2023-01-26;BA;25.0;Sol;False
CE_20230126;2023-01-26;CE;27.8;Parcialmente Nublado;False
DF_20230126;2023-01-26;DF;24.7;Parcialmente Nublado;False
ES_20230126;2023-01-26;ES;21.7;Nublado;False
GO_20230126;2023-01-26;GO;25.8;Parcialmente Nublado;False
MA_20230126;2023-01-26;MA;35.7;Tempestade;False
MT_20230126;2023-01-26;MT;25.1;Chuva;False
MS_20230126;2023-01-26;MS;26.7;Parcialmente Nublado;False
MG_20230126;2023-01-26;MG;32.2;Parcialmente Nublado;False
PA_20230126;2023-01-26;PA;36.6;Sol;False
PB_20230126;2023-01-26;PB;27.7;Chuva;False
PR_20230126;2023-01-26;PR;27.2;Chuva;False
PE_20230126;2023-01-26;PE;35.5;Sol;False
PI_20230126;2023-01-26;PI;28.0;Parcialmente Nublado;False
RJ_20230126;2023-01-26;RJ;24.9;Sol;False
RN_20230126;2023-01-26;RN;24.5;Chuva;False
AC_20230127;2023-01-27;AC;28.3;Nublado;False
AL_20230127;2023-01-27;AL;21.5;Tempestade;False
AP_20230127;2023-01-27;AP;27.1;Sol;False
AM_20230127;2023-01-27;AM;26.0;Nublado;False
BA_20230127;2023-01-27;BA;34.6;Nublado;False
CE_20230127;2023-01-27;CE;29.5;Sol;False
DF_20230127;2023-01-27;DF;23.4;Nublado;False
ES_20230127;2023-01-27;ES;27.8;Parcialmente Nublado;False
GO_20230127;2023-01-27;GO;27.7;Parcialmente Nublado;False
MA_20230127;2023-01-27;MA;39.7;Sol;False
MT_20230127;2023-01-27;MT;28.6;Tempestade;False
MS_20230127;2023-01-27;MS;24.6;Sol;False
MG_20230127;2023-01-27;MG;27.3;Nublado;False
PA_20230127;2023-01-27;PA;26.5;Sol;False
PB_20230127;2023-01-27;PB;23.4;Sol;False
PR_20230127;2023-01-27;PR;24.9;Sol;False
PE_20230127;2023-01-27;PE;28.8;Tempestade;False
PI_20230127;2023-01-27;PI;25.1;Sol;False
RJ_20230127;2023-01-27;RJ;21.6;Sol;False
RN_20230127;2023-01-27;RN;29.8;Sol;False
AC_20230128;2023-01-28;AC;31.9;Chuva;False
AL_20230128;2023-01-28;AL;30.1;Sol;False
AP_20230128;2023-01-28;AP;26.1;Sol;False
AM_20230128;2023-01-28;AM;35.3;Sol;False
BA_20230128;2023-01-28;BA;32.9;Sol;False
CE_20230128;2023-01-28;CE;35.8;Nublado;False
DF_20230128;2023-01-28;DF;29.2;Nublado;False
ES_20230128;2023-01-28;ES;30.6;Nublado;False
GO_20230128;2023-01-28;GO;28.5;Sol;False
MA_20230128;2023-01-28;MA;34.0;Sol;False
MT_20230128;2023-01-28;MT;23.8;Sol;False
MS_20230128;2023-01-28;MS;32.7;Parcialmente Nublado;False
MG_20230128;2023-01-28;MG;27.2;Chuva;False
PA_20230128;2023-01-28;PA;29.8;Chuva;False
PB_20230128;2023-01-28;PB;22.0;Parcialmente Nublado;False
PR_20230128;2023-01-28;PR;20.3;Chuva;False
PE_20230128;2023-01-28;PE;34.5;Parcialmente Nublado;False
PI_20230128;2023-01-28;PI;26.9;Tempestade;False
RJ_20230128;2023-01-28;RJ;23.8;Parcialmente Nublado;False
RN_20230128;2023-01-28;RN;23.6;Nublado;False
AC_20230129;2023-01-29;AC;30.5;Parcialmente Nublado;False
AL_20230129;2023-01-29;AL;26.4;Parcialmente Nublado;False
AP_20230129;2023-01-29;AP;32.4;Nublado;False
AM_20230129;2023-01-29;AM;32.4;Nublado;False
BA_20230129;2023-01-29;BA;29.2;Parcialmente Nublado;False
CE_20230129;2023-01-29;CE;25.8;Parcialmente Nublado;False
DF_20230129;2023-01-29;DF;27.2;Nublado;False
ES_20230129;2023-01-29;ES;30.8;Parcialmente Nublado;False
GO_20230129;2023-01-29;GO;27.8;Sol;False
MA_20230129;2023-01-29;MA;33.3;Parcialmente Nublado;False
MT_20230129;2023-01-29;MT;24.5;Nublado;False
MS_20230129;2023-01-29;MS;25.7;Parcialmente Nublado;False
MG_20230129;2023-01-29;MG;25.0;Parcialmente Nublado;False
PA_20230129;2023-01-29;PA;31.4;Sol;False
PB_20230129;2023-01-29;PB;27.6;Nublado;False
PR_20230129;2023-01-29;PR;28.1;Parcialmente Nublado;False
PE_20230129;2023-01-29;PE;31.5;Nublado;False
PI_20230129;2023-01-29;PI;30.9;Sol;False
RJ_20230129;2023-01-29;RJ;29.4;Sol;False
RN_20230129;2023-01-29;RN;31.2;Parcialmente Nublado;False
AC_20230130;2023-01-30;AC;23.4;Sol;False
AL_20230130;2023-01-30;AL;27.3;Sol;False
AP_20230130;2023-01-30;AP;25.6;Chuva;False
AM_20230130;2023-01-30;AM;26.7;Parcialmente Nublado;False
BA_20230130;2023-01-30;BA;33.1;Tempestade;False
CE_20230130;2023-01-30;CE;28.1;Sol;False
DF_20230130;2023-01-30;DF;25.4;Parcialmente Nublado;False
ES_20230130;2023-01-30;ES;31.9;Parcialmente Nublado;False
GO_20230130;2023-01-30;GO;28.6;Sol;False
MA_20230130;2023-01-30;MA;29.6;Sol;False
MT_20230130;2023-01-30;MT;21.7;Sol;False
MS_20230130;2023-01-30;MS;22.1;Parcialmente Nublado;False
MG_20230130;2023-01-30;MG;23.9;Chuva;False
PA_20230130;2023-01-30;PA;32.5;Chuva;False
PB_20230130;2023-01-30;PB;24.1;Chuva;False
PR_20230130;2023-01-30;PR;23.3;Parcialmente Nublado;False
PE_20230130;2023-01-30;PE;29.9;Nublado;False
PI_20230130;2023-01-30;PI;30.2;Sol;False
RJ_20230130;2023-01-30;RJ;24.9;Sol;False
RN_20230130;2023-01-30;RN;24.1;Nublado;False
AC_20230131;2023-01-31;AC;31.9;Tempestade;False
AL_20230131;2023-01-31;AL;22.7;Sol;False
AP_20230131;2023-01-31;AP;33.4;Chuva;False
AM_20230131;2023-01-31;AM;29.9;Sol;False
BA_20230131;2023-01-31;BA;30.1;Chuva;False
CE_20230131;2023-01-31;CE;29.2;Sol;False
DF_20230131;2023-01-31;DF;30.7;Nublado;False
ES_20230131;2023-01-31;ES;28.4;Parcialmente Nublado;False
GO_20230131;2023-01-31;GO;26.0;Nublado;False
MA_20230131;2023-01-31;MA;31.6;Sol;False
MT_20230131;2023-01-31;MT;25.8;Parcialmente Nublado;False
MS_20230131;2023-01-31;MS;26.4;Parcialmente Nublado;False
MG_20230131;2023-01-31;MG;27.1;Sol;False
PA_20230131;2023-01-31;PA;36.0;Chuva;False
PB_20230131;2023-01-31;PB;23.4;Parcialmente Nublado;False
PR_20230131;2023-01-31;PR;27.9;Sol;False
PE_20230131;2023-01-31;PE;34.4;Sol;False
PI_20230131;2023-01-31;PI;29.3;Parcialmente Nublado;False
RJ_20230131;2023-01-31;RJ;22.9;Sol;False
RN_20230131;2023-01-31;RN;28.4;Parcialmente Nublado;False
AC_20230201;2023-02-01;AC;27.9;Sol;False
AL_20230201;2023-02-01;AL;20.4;Parcialmente Nublado;False
AP_20230201;2023-02-01;AP;20.7;Nublado;False
AM_20230201;2023-02-01;AM;24.5;Sol;False
BA_20230201;2023-02-01;BA;31.3;Sol;False
CE_20230201;2023-02-01;CE;32.1;Parcialmente Nublado;False
DF_20230201;2023-02-01;DF;27.7;Sol;False
ES_20230201;2023-02-01;ES;25.3;Sol;False
GO_20230201;2023-02-01;GO;26.2;Parcialmente Nublado;False
MA_20230201;2023-02-01;MA;28.2;Chuva;False
MT_20230201;2023-02-01;MT;27.5;Sol;False
MS_20230201;2023-02-01;MS;24.7;Nublado;False
MG_20230201;2023-02-01;MG;23.6;Sol;False
PA_20230201;2023-02-01;PA;26.8;Chuva;False
PB_20230201;2023-02-01;PB;23.1;Parcialmente Nublado;False
PR_20230201;2023-02-01;PR;20.4;Parcialmente Nublado;False
PE_20230201;2023-02-01;PE;29.7;Parcialmente Nublado;False
PI_20230201;2023-02-01;PI;26.5;Nublado;False
RJ_20230201;2023-02-01;RJ;23.8;Tempestade;False
RN_20230201;2023-02-01;RN;22.4;Parcialmente Nublado;False
AC_20230202;2023-02-02;AC;22.2;Parcialmente Nublado;False
AL_20230202;2023-02-02;AL;21.6;Nublado;False
AP_20230202;2023-02-02;AP;23.9;Sol;False
AM_20230202;2023-02-02;AM;26.9;Sol;False
BA_20230202;2023-02-02;BA;26.7;Chuva;False
CE_20230202;2023-02-02;CE;31.0;Sol;False
DF_20230202;2023-02-02;DF;24.5;Sol;False
ES_20230202;2023-02-02;ES;27.2;Parcialmente Nublado;False
GO_20230202;2023-02-02;GO;22.5;Chuva;False
MA_20230202;2023-02-02;MA;27.8;Nublado;False
MT_20230202;2023-02-02;MT;24.1;Sol;False
MS_20230202;2023-02-02;MS;20.8;Nublado;False
MG_20230202;2023-02-02;MG;28.4;Nublado;False
PA_20230202;2023-02-02;PA;23.5;Sol;False
PB_20230202;2023-02-02;PB;22.8;Sol;False
PR_20230202;2023-02-02;PR;26.4;Sol;False
PE_20230202;2023-02-02;PE;23.9;Sol;False
PI_20230202;2023-02-02;PI;27.5;Sol;False
RJ_20230202;2023-02-02;RJ;21.8;Sol;False
RN_20230202;2023-02-02;RN;23.8;Nublado;False
AC_20230203;2023-02-03;AC;19.2;Sol;False
AL_20230203;2023-02-03;AL;25.1;Nublado;False
AP_20230203;2023-02-03;AP;26.3;Chuva;False
AM_20230203;2023-02-03;AM;31.5;Sol;False
BA_20230203;2023-02-03;BA;27.5;Chuva;False
CE_20230203;2023-02-03;CE;30.6;Sol;False
DF_20230203;2023-02-03;DF;15.7;Sol;False
ES_20230203;2023-02-03;ES;29.2;Tempestade;False
GO_20230203;2023-02-03;GO;27.4;Parcialmente Nublado;False
MA_20230203;2023-02-03;MA;29.7;Nublado;False
MT_20230203;2023-02-03;MT;23.2;Chuva;False
MS_20230203;2023-02-03;MS;27.3;Sol;False
MG_20230203;2023-02-03;MG;25.1;Sol;False
PA_20230203;2023-02-03;PA;27.2;Sol;False
PB_20230203;2023-02-03;PB;21.5;Parcialmente Nublado;False
PR_20230203;2023-02-03;PR;21.4;Sol;False
PE_20230203;2023-02-03;PE;27.9;Sol;False
PI_20230203;2023-02-03;PI;24.3;Nublado;False
RJ_20230203;2023-02-03;RJ;18.9;Sol;False
RN_20230203;2023-02-03;RN;22.8;Chuva;False
AC_20230204;2023-02-04;AC;27.8;Parcialmente Nublado;False
AL_20230204;2023-02-04;AL;26.7;Chuva;False
AP_20230204;2023-02-04;AP;26.3;Sol;False
AM_20230204;2023-02-04;AM;29.6;Chuva;False
BA_20230204;2023-02-04;BA;26.0;Sol;False
CE_20230204;2023-02-04;CE;26.2;Chuva;False
DF_20230204;2023-02-04;DF;23.0;Parcialmente Nublado;False
ES_20230204;2023-02-04;ES;25.2;Parcialmente Nublado;False
GO_20230204;2023-02-04;GO;24.4;Chuva;False
MA_20230204;2023-02-04;MA;27.0;Chuva;False
MT_20230204;2023-02-04;MT;28.2;Nublado;False
MS_20230204;2023-02-04;MS;25.7;Chuva;False
MG_20230204;2023-02-04;MG;26.3;Nublado;False
PA_20230204;2023-02-04;PA;25.5;Parcialmente Nublado;False
PB_20230204;2023-02-04;PB;22.5;Parcialmente Nublado;False
PR_20230204;2023-02-04;PR;22.6;Parcialmente Nublado;False
PE_20230204;2023-02-04;PE;25.3;Chuva;False
PI_20230204;2023-02-04;PI;28.0;Parcialmente Nublado;False
RJ_20230204;2023-02-04;RJ;19.4;Nublado;False
RN_20230204;2023-02-04;RN;26.5;Sol;False
AC_20230205;2023-02-05;AC;26.0;Nublado;False
AL_20230205;2023-02-05;AL;20.1;Parcialmente Nublado;False
AP_20230205;2023-02-05;AP;27.9;Chuva;False
AM_20230205;2023-02-05;AM;29.8;Nublado;False
BA_20230205;2023-02-05;BA;28.9;Parcialmente Nublado;False
CE_20230205;2023-02-05;CE;26.6;Nublado;False
DF_20230205;2023-02-05;DF;25.2;Sol;False
ES_20230205;2023-02-05;ES;23.6;Sol;False
GO_20230205;2023-02-05;GO;23.9;Parcialmente Nublado;False
MA_20230205;2023-02-05;MA;32.3;Chuva;False
MT_20230205;2023-02-05;MT;21.9;Chuva;False
MS_20230205;2023-02-05;MS;19.9;Chuva;False
MG_20230205;2023-02-05;MG;27.1;Nublado;False
PA_20230205;2023-02-05;PA;28.6;Nublado;False
PB_20230205;2023-02-05;PB;25.7;Parcialmente Nublado;False
PR_20230205;2023-02-05;PR;20.8;Chuva;False
PE_20230205;2023-02-05;PE;28.3;Parcialmente Nublado;False
PI_20230205;2023-02-05;PI;24.8;Sol;False
RJ_20230205;2023-02-05;RJ;24.9;Nublado;False
RN_20230205;2023-02-05;RN;24.6;Nublado;False
AC_20230206;2023-02-06;AC;25.5;Sol;False
AL_20230206;2023-02-06;AL;22.1;Chuva;False
AP_20230206;2023-02-06;AP;27.8;Sol;False
AM_20230206;2023-02-06;AM;29.4;Chuva;False
BA_20230206;2023-02-06;BA;32.2;Sol;False
CE_20230206;2023-02-06;CE;31.8;Chuva;False
DF_20230206;2023-02-06;DF;20.5;Sol;False
ES_20230206;2023-02-06;ES;20.2;Nublado;False
GO_20230206;2023-02-06;GO;22.3;Parcialmente Nublado;False
MA_20230206;2023-02-06;MA;25.5;Parcialmente Nublado;False
MT_20230206;2023-02-06;MT;29.8;Chuva;False
MS_20230206;2023-02-06;MS;15.1;Parcialmente Nublado;False
MG_20230206;2023-02-06;MG;27.4;Tempestade;False
PA_20230206;2023-02-06;PA;30.5;Sol;False
PB_20230206;2023-02-06;PB;25.3;Sol;False
PR_20230206;2023-02-06;PR;23.5;Parcialmente Nublado;False
PE_20230206;2023-02-06;PE;29.9;Chuva;False
PI_20230206;2023-02-06;PI;30.0;Chuva;False
RJ_20230206;2023-02-06;RJ;18.8;Nublado;False
RN_20230206;2023-02-06;RN;23.3;Parcialmente Nublado;False
AC_20230207;2023-02-07;AC;23.0;Parcialmente Nublado;False
AL_20230207;2023-02-07;AL;23.6;Parcialmente Nublado;False
AP_20230207;2023-02-07;AP;24.4;Parcialmente Nublado;False
AM_20230207;2023-02-07;AM;29.9;Chuva;False
BA_20230207;2023-02-07;BA;32.7;Sol;False
CE_20230207;2023-02-07;CE;27.8;Sol;False
DF_20230207;2023-02-07;DF;26.1;Parcialmente Nublado;False
ES_20230207;2023-02-07;ES;22.9;Nublado;False
GO_20230207;2023-02-07;GO;22.6;Sol;False
MA_20230207;2023-02-07;MA;34.7;Tempestade;False
MT_20230207;2023-02-07;MT;23.0;Parcialmente Nublado;False
MS_20230207;2023-02-07;MS;20.5;Chuva;False
MG_20230207;2023-02-07;MG;24.6;Sol;False
PA_20230207;2023-02-07;PA;27.3;Sol;False
PB_20230207;2023-02-07;PB;19.9;Parcialmente Nublado;False
PR_20230207;2023-02-07;PR;24.2;Parcialmente Nublado;False
PE_20230207;2023-02-07;PE;29.1;Sol;False
PI_20230207;2023-02-07;PI;25.7;Sol;False
RJ_20230207;2023-02-07;RJ;20.8;Sol;False
RN_20230207;2023-02-07;RN;18.9;Chuva;False
AC_20230208;2023-02-08;AC;20.6;Nublado;False
AL_20230208;2023-02-08;AL;28.6;Parcialmente Nublado;False
AP_20230208;2023-02-08;AP;24.6;Sol;False
AM_20230208;2023-02-08;AM;22.7;Chuva;False
BA_20230208;2023-02-08;BA;27.4;Tempestade;False
CE_20230208;2023-02-08;CE;28.9;Tempestade;False
DF_20230208;2023-02-08;DF;23.5;Sol;False
ES_20230208;2023-02-08;ES;23.2;Chuva;False
GO_20230208;2023-02-08;GO;21.9;Tempestade;False
MA_20230208;2023-02-08;MA;22.6;Nublado;False
MT_20230208;2023-02-08;MT;25.1;Parcialmente Nublado;False
MS_20230208;2023-02-08;MS;21.4;Nublado;False
MG_20230208;2023-02-08;MG;22.4;Chuva;False
PA_20230208;2023-02-08;PA;32.1;Parcialmente Nublado;False
PB_20230208;2023-02-08;PB;27.9;Sol;False
PR_20230208;2023-02-08;PR;18.8;Sol;False
PE_20230208;2023-02-08;PE;26.4;Parcialmente Nublado;False
PI_20230208;2023-02-08;PI;27.7;Sol;False
RJ_20230208;2023-02-08;RJ;21.0;Parcialmente Nublado;False
RN_20230208;2023-02-08;RN;21.6;Sol;False
AC_20230209;2023-02-09;AC;23.4;Sol;False
AL_20230209;2023-02-09;AL;21.8;Chuva;False
AP_20230209;2023-02-09;AP;21.3;Sol;False
AM_20230209;2023-02-09;AM;32.7;Parcialmente Nublado;False
BA_20230209;2023-02-09;BA;25.1;Parcialmente Nublado;False
CE_20230209;2023-02-09;CE;24.3;Sol;False
DF_20230209;2023-02-09;DF;18.0;Sol;False
ES_20230209;2023-02-09;ES;22.3;Parcialmente Nublado;False
GO_20230209;2023-02-09;GO;22.6;Nublado;False
MA_20230209;2023-02-09;MA;25.6;Parcialmente Nublado;False
MT_20230209;2023-02-09;MT;25.8;Sol;False
MS_20230209;2023-02-09;MS;26.9;Sol;False
MG_20230209;2023-02-09;MG;21.5;Chuva;False
PA_20230209;2023-02-09;PA;29.2;Sol;False
PB_20230209;2023-02-09;PB;21.7;Parcialmente Nublado;False
PR_20230209;2023-02-09;PR;25.3;Nublado;False
PE_20230209;2023-02-09;PE;21.1;Sol;False
PI_20230209;2023-02-09;PI;20.4;Parcialmente Nublado;False
RJ_20230209;2023-02-09;RJ;26.5;Parcialmente Nublado;False
RN_20230209;2023-02-09;RN;26.3;Tempestade;False
AC_20230210;2023-02-10;AC;26.8;Sol;False
AL_20230210;2023-02-10;AL;26.5;Parcialmente Nublado;False
AP_20230210;2023-02-10;AP;25.9;Sol;False
AM_20230210;2023-02-10;AM;27.1;Parcialmente Nublado;False
BA_20230210;2023-02-10;BA;27.3;Nublado;False
CE_20230210;2023-02-10;CE;33.1;Sol;False
DF_20230210;2023-02-10;DF;25.2;Sol;False
ES_20230210;2023-02-10;ES;22.1;Sol;False
GO_20230210;2023-02-10;GO;19.4;Nublado;False
MA_20230210;2023-02-10;MA;25.6;Sol;False
MT_20230210;2023-02-10;MT;19.7;Nublado;False
MS_20230210;2023-02-10;MS;27.5;Chuva;False
MG_20230210;2023-02-10;MG;27.1;Sol;False
PA_20230210;2023-02-10;PA;32.4;Sol;False
PB_20230210;2023-02-10;PB;19.7;Nublado;False
PR_20230210;2023-02-10;PR;22.5;Parcialmente Nublado;False
PE_20230210;2023-02-10;PE;29.6;Parcialmente Nublado;False
PI_20230210;2023-02-10;PI;27.5;Sol;False
RJ_20230210;2023-02-10;RJ;21.8;Nublado;False
RN_20230210;2023-02-10;RN;26.9;Tempestade;False
AC_20230211;2023-02-11;AC;27.8;Parcialmente Nublado;False
AL_20230211;2023-02-11;AL;23.5;Chuva;False
AP_20230211;2023-02-11;AP;26.3;Sol;False
AM_20230211;2023-02-11;AM;20.8;Tempestade;False
BA_20230211;2023-02-11;BA;24.4;Sol;False
CE_20230211;2023-02-11;CE;25.6;Chuva;False
DF_20230211;2023-02-11;DF;26.8;Chuva;False
ES_20230211;2023-02-11;ES;27.6;Chuva;False
GO_20230211;2023-02-11;GO;25.9;Chuva;False
MA_20230211;2023-02-11;MA;36.2;Tempestade;False
MT_20230211;2023-02-11;MT;26.3;Sol;False
MS_20230211;2023-02-11;MS;17.0;Sol;False
MG_20230211;2023-02-11;MG;24.2;Sol;False
PA_20230211;2023-02-11;PA;31.4;Chuva;False
PB_20230211;2023-02-11;PB;25.4;Sol;False
PR_20230211;2023-02-11;PR;19.6;Sol;False
PE_20230211;2023-02-11;PE;28.6;Sol;False
PI_20230211;2023-02-11;PI;26.3;Nublado;False
RJ_20230211;2023-02-11;RJ;25.6;Chuva;False
RN_20230211;2023-02-11;RN;25.4;Sol;False
AC_20230212;2023-02-12;AC;22.4;Chuva;False
AL_20230212;2023-02-12;AL;22.3;Parcialmente Nublado;False
AP_20230212;2023-02-12;AP;19.5;Parcialmente Nublado;False
AM_20230212;2023-02-12;AM;33.0;Parcialmente Nublado;False
BA_20230212;2023-02-12;BA;28.6;Sol;False
CE_20230212;2023-02-12;CE;29.3;Sol;False
DF_20230212;2023-02-12;DF;28.3;Chuva;False
ES_20230212;2023-02-12;ES;19.2;Parcialmente Nublado;False
GO_20230212;2023-02-12;GO;22.5;Sol;False
MA_20230212;2023-02-12;MA;30.0;Sol;False
MT_20230212;2023-02-12;MT;22.7;Sol;False
MS_20230212;2023-02-12;MS;27.3;Parcialmente Nublado;False
MG_20230212;2023-02-12;MG;22.3;Parcialmente Nublado;False
PA_20230212;2023-02-12;PA;28.0;Chuva;False
PB_20230212;2023-02-12;PB;24.1;Sol;False
PR_20230212;2023-02-12;PR;18.3;Nublado;False
PE_20230212;2023-02-12;PE;28.4;Sol;False
PI_20230212;2023-02-12;PI;29.8;Sol;False
RJ_20230212;2023-02-12;RJ;22.4;Sol;False
RN_20230212;2023-02-12;RN;22.0;Nublado;False
AC_20230213;2023-02-13;AC;21.8;Chuva;False
AL_20230213;2023-02-13;AL;26.0;Chuva;False
AP_20230213;2023-02-13;AP;27.8;Parcialmente Nublado;False
AM_20230213;2023-02-13;AM;27.8;Parcialmente Nublado;False
BA_20230213;2023-02-13;BA;21.4;Sol;False
CE_20230213;2023-02-13;CE;32.2;Chuva;False
DF_20230213;2023-02-13;DF;24.6;Chuva;False
ES_20230213;2023-02-13;ES;21.6;Nublado;False
GO_20230213;2023-02-13;GO;25.1;Sol;False
MA_20230213;2023-02-13;MA;24.5;Parcialmente Nublado;False
MT_20230213;2023-02-13;MT;30.3;Sol;False
MS_20230213;2023-02-13;MS;22.2;Nublado;False
MG_20230213;2023-02-13;MG;28.7;Parcialmente Nublado;False
PA_20230213;2023-02-13;PA;28.9;Parcialmente Nublado;False
PB_20230213;2023-02-13;PB;23.8;Sol;False
PR_20230213;2023-02-13;PR;23.2;Parcialmente Nublado;False
PE_20230213;2023-02-13;PE;26.5;Nublado;False
PI_20230213;2023-02-13;PI;24.8;Sol;False
RJ_20230213;2023-02-13;RJ;23.1;Sol;False
RN_20230213;2023-02-13;RN;26.2;Chuva;False
AC_20230214;2023-02-14;AC;27.2;Sol;False
AL_20230214;2023-02-14;AL;23.0;Chuva;False
AP_20230214;2023-02-14;AP;24.2;Chuva;False
AM_20230214;2023-02-14;AM;23.7;Sol;False
BA_20230214;2023-02-14;BA;26.0;Tempestade;False
CE_20230214;2023-02-14;CE;26.7;Sol;False
DF_20230214;2023-02-14;DF;29.0;Sol;False
ES_20230214;2023-02-14;ES;19.6;Chuva;False
GO_20230214;2023-02-14;GO;17.6;Parcialmente Nublado;False
MA_20230214;2023-02-14;MA;27.8;Tempestade;False
MT_20230214;2023-02-14;MT;23.2;Nublado;False
MS_20230214;2023-02-14;MS;25.8;Tempestade;False
MG_20230214;2023-02-14;MG;23.8;Sol;False
PA_20230214;2023-02-14;PA;32.6;Parcialmente Nublado;False
PB_20230214;2023-02-14;PB;20.1;Parcialmente Nublado;False
PR_20230214;2023-02-14;PR;18.6;Chuva;False
PE_20230214;2023-02-14;PE;27.5;Nublado;False
PI_20230214;2023-02-14;PI;23.3;Sol;False
RJ_20230214;2023-02-14;RJ;22.2;Parcialmente Nublado;False
RN_20230214;2023-02-14;RN;27.7;Nublado;False
AC_20230215;2023-02-15;AC;19.4;Parcialmente Nublado;False
AL_20230215;2023-02-15;AL;27.0;Parcialmente Nublado;False
AP_20230215;2023-02-15;AP;21.3;Parcialmente Nublado;False
AM_20230215;2023-02-15;AM;25.7;Sol;False
BA_20230215;2023-02-15;BA;29.5;Sol;False
CE_20230215;2023-02-15;CE;30.1;Sol;False
DF_20230215;2023-02-15;DF;22.9;Sol;False
ES_20230215;2023-02-15;ES;21.0;Nublado;False
GO_20230215;2023-02-15;GO;25.1;Sol;False
MA_20230215;2023-02-15;MA;30.3;Nublado;False
MT_20230215;2023-02-15;MT;23.5;Nublado;False
MS_20230215;2023-02-15;MS;24.0;Sol;False
MG_20230215;2023-02-15;MG;23.9;Parcialmente Nublado;False
PA_20230215;2023-02-15;PA;29.4;Parcialmente Nublado;False
PB_20230215;2023-02-15;PB;23.9;Parcialmente Nublado;False
PR_20230215;2023-02-15;PR;31.8;Sol;False
PE_20230215;2023-02-15;PE;29.1;Parcialmente Nublado;False
PI_20230215;2023-02-15;PI;20.6;Nublado;False
RJ_20230215;2023-02-15;RJ;18.8;Sol;False
RN_20230215;2023-02-15;RN;24.5;Chuva;False
AC_20230216;2023-02-16;AC;19.5;Sol;False
AL_20230216;2023-02-16;AL;22.5;Parcialmente Nublado;False
AP_20230216;2023-02-16;AP;22.0;Nublado;False
AM_20230216;2023-02-16;AM;31.1;Sol;False
BA_20230216;2023-02-16;BA;27.6;Sol;False
CE_20230216;2023-02-16;CE;23.4;Chuva;False
DF_20230216;2023-02-16;DF;22.3;Chuva;False
ES_20230216;2023-02-16;ES;22.3;Sol;False
GO_20230216;2023-02-16;GO;18.8;Nublado;False
MA_20230216;2023-02-16;MA;25.4;Chuva;False
MT_20230216;2023-02-16;MT;17.4;Sol;False
MS_20230216;2023-02-16;MS;24.6;Chuva;False
MG_20230216;2023-02-16;MG;25.5;Tempestade;False
PA_20230216;2023-02-16;PA;32.0;Parcialmente Nublado;False
PB_20230216;2023-02-16;PB;26.6;Chuva;False
PR_20230216;2023-02-16;PR;18.3;Sol;False
PE_20230216;2023-02-16;PE;23.7;Nublado;False
PI_20230216;2023-02-16;PI;24.4;Chuva;False
RJ_20230216;2023-02-16;RJ;23.5;Nublado;False
RN_20230216;2023-02-16;RN;27.3;Parcialmente Nublado;False
AC_20230217;2023-02-17;AC;27.1;Sol;False
AL_20230217;2023-02-17;AL;22.2;Nublado;False
AP_20230217;2023-02-17;AP;23.9;Parcialmente Nublado;False
AM_20230217;2023-02-17;AM;23.4;Parcialmente Nublado;False
BA_20230217;2023-02-17;BA;30.8;Nublado;False
CE_20230217;2023-02-17;CE;24.3;Chuva;False
DF_20230217;2023-02-17;DF;27.7;Chuva;False
ES_20230217;2023-02-17;ES;26.8;Nublado;False
GO_20230217;2023-02-17;GO;26.8;Chuva;False
MA_20230217;2023-02-17;MA;27.0;Chuva;False
MT_20230217;2023-02-17;MT;23.9;Parcialmente Nublado;False
MS_20230217;2023-02-17;MS;20.4;Chuva;False
MG_20230217;2023-02-17;MG;24.5;Sol;False
